"participant","year","signature","ratification","accession","succession","cat_ratify"
"Argentina",1999,1,1,0,0,1
"Armenia",1981,0,0,0,0,0
"Armenia",1982,0,0,0,0,0
"Armenia",1983,0,0,0,0,0
"Armenia",1984,0,0,0,0,0
"Armenia",1985,0,0,0,0,0
"Armenia",1986,0,0,0,0,0
"Armenia",1987,0,0,0,0,0
"Armenia",1988,0,0,0,0,0
"Armenia",1989,0,0,0,0,0
"Armenia",1990,0,0,0,0,0
"Armenia",1991,0,0,0,0,0
"Armenia",1992,0,0,0,0,0
"Armenia",1993,0,0,1,0,1
"Armenia",1994,0,0,1,0,1
"Armenia",1995,0,0,1,0,1
"Armenia",1996,0,0,1,0,1
"Armenia",1997,0,0,1,0,1
"Armenia",1998,0,0,1,0,1
"Armenia",1999,0,0,1,0,1
"Australia",1981,0,0,0,0,0
"Australia",1982,0,0,0,0,0
"Australia",1983,0,0,0,0,0
"Australia",1984,0,0,0,0,0
"Australia",1985,1,0,0,0,0
"Australia",1986,1,0,0,0,0
"Australia",1987,1,0,0,0,0
"Australia",1988,1,0,0,0,0
"Australia",1989,1,1,0,0,1
"Australia",1990,1,1,0,0,1
"Australia",1991,1,1,0,0,1
"Australia",1992,1,1,0,0,1
"Australia",1993,1,1,0,0,1
"Australia",1994,1,1,0,0,1
"Australia",1995,1,1,0,0,1
"Australia",1996,1,1,0,0,1
"Australia",1997,1,1,0,0,1
"Australia",1998,1,1,0,0,1
"Australia",1999,1,1,0,0,1
"Austria",1981,0,0,0,0,0
"Austria",1982,0,0,0,0,0
"Austria",1983,0,0,0,0,0
"Austria",1984,0,0,0,0,0
"Austria",1985,1,0,0,0,0
"Austria",1986,1,0,0,0,0
"Austria",1987,1,1,0,0,1
"Austria",1988,1,1,0,0,1
"Austria",1989,1,1,0,0,1
"Austria",1990,1,1,0,0,1
"Austria",1991,1,1,0,0,1
"Austria",1992,1,1,0,0,1
"Austria",1993,1,1,0,0,1
"Austria",1994,1,1,0,0,1
"Austria",1995,1,1,0,0,1
"Austria",1996,1,1,0,0,1
"Austria",1997,1,1,0,0,1
"Austria",1998,1,1,0,0,1
"Austria",1999,1,1,0,0,1
"Azerbaijan",1981,0,0,0,0,0
"Azerbaijan",1982,0,0,0,0,0
"Azerbaijan",1983,0,0,0,0,0
"Azerbaijan",1984,0,0,0,0,0
"Azerbaijan",1985,0,0,0,0,0
"Azerbaijan",1986,0,0,0,0,0
"Azerbaijan",1987,0,0,0,0,0
"Azerbaijan",1988,0,0,0,0,0
"Azerbaijan",1989,0,0,0,0,0
"Azerbaijan",1990,0,0,0,0,0
"Azerbaijan",1991,0,0,0,0,0
"Azerbaijan",1992,0,0,0,0,0
"Azerbaijan",1993,0,0,0,0,0
"Azerbaijan",1994,0,0,0,0,0
"Azerbaijan",1995,0,0,0,0,0
"Azerbaijan",1996,0,0,1,0,1
"Azerbaijan",1997,0,0,1,0,1
"Azerbaijan",1998,0,0,1,0,1
"Azerbaijan",1999,0,0,1,0,1
"Bahamas",1981,0,0,0,0,0
"Bahamas",1982,0,0,0,0,0
"Bahamas",1983,0,0,0,0,0
"Bahamas",1984,0,0,0,0,0
"Bahamas",1985,0,0,0,0,0
"Bahamas",1986,0,0,0,0,0
"Bahamas",1987,0,0,0,0,0
"Bahamas",1988,0,0,0,0,0
"Bahamas",1989,0,0,0,0,0
"Bahamas",1990,0,0,0,0,0
"Bahamas",1991,0,0,0,0,0
"Bahamas",1992,0,0,0,0,0
"Bahamas",1993,0,0,0,0,0
"Bahamas",1994,0,0,0,0,0
"Bahamas",1995,0,0,0,0,0
"Bahamas",1996,0,0,0,0,0
"Bahamas",1997,0,0,0,0,0
"Bahamas",1998,0,0,0,0,0
"Bahamas",1999,0,0,0,0,0
"Bahrain",1981,0,0,0,0,0
"Bahrain",1982,0,0,0,0,0
"Bahrain",1983,0,0,0,0,0
"Bahrain",1984,0,0,0,0,0
"Bahrain",1985,0,0,0,0,0
"Bahrain",1986,0,0,0,0,0
"Bahrain",1987,0,0,0,0,0
"Bahrain",1988,0,0,0,0,0
"Bahrain",1989,0,0,0,0,0
"Bahrain",1990,0,0,0,0,0
"Bahrain",1991,0,0,0,0,0
"Bahrain",1992,0,0,0,0,0
"Bahrain",1993,0,0,0,0,0
"Bahrain",1994,0,0,0,0,0
"Bahrain",1995,0,0,0,0,0
"Bahrain",1996,0,0,0,0,0
"Bahrain",1997,0,0,0,0,0
"Bahrain",1998,0,0,1,0,1
"Bahrain",1999,0,0,1,0,1
"Bangladesh",1981,0,0,0,0,0
"Bangladesh",1982,0,0,0,0,0
"Bangladesh",1983,0,0,0,0,0
"Bangladesh",1984,0,0,0,0,0
"Bangladesh",1985,0,0,0,0,0
"Bangladesh",1986,0,0,0,0,0
"Bangladesh",1987,0,0,0,0,0
"Bangladesh",1988,0,0,0,0,0
"Bangladesh",1989,0,0,0,0,0
"Bangladesh",1990,0,0,0,0,0
"Bangladesh",1991,0,0,0,0,0
"Bangladesh",1992,0,0,0,0,0
"Bangladesh",1993,0,0,0,0,0
"Bangladesh",1994,0,0,0,0,0
"Bangladesh",1995,0,0,0,0,0
"Bangladesh",1996,0,0,0,0,0
"Bangladesh",1997,0,0,0,0,0
"Bangladesh",1998,0,0,1,0,1
"Bangladesh",1999,0,0,1,0,1
"Belarus",1981,0,0,0,0,0
"Belarus",1982,0,0,0,0,0
"Belarus",1983,0,0,0,0,0
"Belarus",1984,0,0,0,0,0
"Belarus",1985,1,0,0,0,0
"Belarus",1986,1,0,0,0,0
"Belarus",1987,1,1,0,0,1
"Belarus",1988,1,1,0,0,1
"Belarus",1989,1,1,0,0,1
"Belarus",1990,1,1,0,0,1
"Belarus",1991,1,1,0,0,1
"Belarus",1992,1,1,0,0,1
"Belarus",1993,1,1,0,0,1
"Belarus",1994,1,1,0,0,1
"Belarus",1995,1,1,0,0,1
"Belarus",1996,1,1,0,0,1
"Belarus",1997,1,1,0,0,1
"Belarus",1998,1,1,0,0,1
"Belarus",1999,1,1,0,0,1
"Belgium",1981,0,0,0,0,0
"Belgium",1982,0,0,0,0,0
"Belgium",1983,0,0,0,0,0
"Belgium",1984,0,0,0,0,0
"Belgium",1985,1,0,0,0,0
"Belgium",1986,1,0,0,0,0
"Belgium",1987,1,0,0,0,0
"Belgium",1988,1,0,0,0,0
"Belgium",1989,1,0,0,0,0
"Belgium",1990,1,0,0,0,0
"Belgium",1991,1,0,0,0,0
"Belgium",1992,1,0,0,0,0
"Belgium",1993,1,0,0,0,0
"Belgium",1994,1,0,0,0,0
"Belgium",1995,1,0,0,0,0
"Belgium",1996,1,0,0,0,0
"Belgium",1997,1,0,0,0,0
"Belgium",1998,1,0,0,0,0
"Belgium",1999,1,1,0,0,1
"Belize",1981,0,0,0,0,0
"Belize",1982,0,0,0,0,0
"Belize",1983,0,0,0,0,0
"Belize",1984,0,0,0,0,0
"Belize",1985,0,0,0,0,0
"Belize",1986,0,0,1,0,1
"Belize",1987,0,0,1,0,1
"Belize",1988,0,0,1,0,1
"Belize",1989,0,0,1,0,1
"Belize",1990,0,0,1,0,1
"Belize",1991,0,0,1,0,1
"Belize",1992,0,0,1,0,1
"Belize",1993,0,0,1,0,1
"Belize",1994,0,0,1,0,1
"Belize",1995,0,0,1,0,1
"Belize",1996,0,0,1,0,1
"Belize",1997,0,0,1,0,1
"Belize",1998,0,0,1,0,1
"Belize",1999,0,0,1,0,1
"Benin",1981,0,0,0,0,0
"Benin",1982,0,0,0,0,0
"Benin",1983,0,0,0,0,0
"Benin",1984,0,0,0,0,0
"Benin",1985,0,0,0,0,0
"Benin",1986,0,0,0,0,0
"Benin",1987,0,0,0,0,0
"Benin",1988,0,0,0,0,0
"Benin",1989,0,0,0,0,0
"Benin",1990,0,0,0,0,0
"Benin",1991,0,0,0,0,0
"Benin",1992,0,0,1,0,1
"Benin",1993,0,0,1,0,1
"Benin",1994,0,0,1,0,1
"Benin",1995,0,0,1,0,1
"Benin",1996,0,0,1,0,1
"Benin",1997,0,0,1,0,1
"Benin",1998,0,0,1,0,1
"Benin",1999,0,0,1,0,1
"Bolivia (Plurinational State of)",1981,0,0,0,0,0
"Bolivia (Plurinational State of)",1982,0,0,0,0,0
"Bolivia (Plurinational State of)",1983,0,0,0,0,0
"Bolivia (Plurinational State of)",1984,0,0,0,0,0
"Bolivia (Plurinational State of)",1985,1,0,0,0,0
"Bolivia (Plurinational State of)",1986,1,0,0,0,0
"Bolivia (Plurinational State of)",1987,1,0,0,0,0
"Bolivia (Plurinational State of)",1988,1,0,0,0,0
"Bolivia (Plurinational State of)",1989,1,0,0,0,0
"Bolivia (Plurinational State of)",1990,1,0,0,0,0
"Bolivia (Plurinational State of)",1991,1,0,0,0,0
"Bolivia (Plurinational State of)",1992,1,0,0,0,0
"Bolivia (Plurinational State of)",1993,1,0,0,0,0
"Bolivia (Plurinational State of)",1994,1,0,0,0,0
"Bolivia (Plurinational State of)",1995,1,0,0,0,0
"Bolivia (Plurinational State of)",1996,1,0,0,0,0
"Bolivia (Plurinational State of)",1997,1,0,0,0,0
"Bolivia (Plurinational State of)",1998,1,0,0,0,0
"Bolivia (Plurinational State of)",1999,1,1,0,0,1
"Bosnia and Herzegovina",1981,0,0,0,0,0
"Bosnia and Herzegovina",1982,0,0,0,0,0
"Bosnia and Herzegovina",1983,0,0,0,0,0
"Bosnia and Herzegovina",1984,0,0,0,0,0
"Bosnia and Herzegovina",1985,0,0,0,0,0
"Bosnia and Herzegovina",1986,0,0,0,0,0
"Bosnia and Herzegovina",1987,0,0,0,0,0
"Bosnia and Herzegovina",1988,0,0,0,0,0
"Bosnia and Herzegovina",1989,0,0,0,0,0
"Bosnia and Herzegovina",1990,0,0,0,0,0
"Bosnia and Herzegovina",1991,0,0,0,0,0
"Bosnia and Herzegovina",1992,0,0,0,0,0
"Bosnia and Herzegovina",1993,0,0,0,1,1
"Bosnia and Herzegovina",1994,0,0,0,1,1
"Bosnia and Herzegovina",1995,0,0,0,1,1
"Bosnia and Herzegovina",1996,0,0,0,1,1
"Bosnia and Herzegovina",1997,0,0,0,1,1
"Bosnia and Herzegovina",1998,0,0,0,1,1
"Bosnia and Herzegovina",1999,0,0,0,1,1
"Botswana",1981,0,0,0,0,0
"Botswana",1982,0,0,0,0,0
"Botswana",1983,0,0,0,0,0
"Botswana",1984,0,0,0,0,0
"Botswana",1985,0,0,0,0,0
"Botswana",1986,0,0,0,0,0
"Botswana",1987,0,0,0,0,0
"Botswana",1988,0,0,0,0,0
"Botswana",1989,0,0,0,0,0
"Botswana",1990,0,0,0,0,0
"Botswana",1991,0,0,0,0,0
"Botswana",1992,0,0,0,0,0
"Botswana",1993,0,0,0,0,0
"Botswana",1994,0,0,0,0,0
"Botswana",1995,0,0,0,0,0
"Botswana",1996,0,0,0,0,0
"Botswana",1997,0,0,0,0,0
"Botswana",1998,0,0,0,0,0
"Botswana",1999,0,0,0,0,0
"Brazil",1981,0,0,0,0,0
"Brazil",1982,0,0,0,0,0
"Brazil",1983,0,0,0,0,0
"Brazil",1984,0,0,0,0,0
"Brazil",1985,1,0,0,0,0
"Brazil",1986,1,0,0,0,0
"Brazil",1987,1,0,0,0,0
"Brazil",1988,1,0,0,0,0
"Brazil",1989,1,1,0,0,1
"Brazil",1990,1,1,0,0,1
"Brazil",1991,1,1,0,0,1
"Brazil",1992,1,1,0,0,1
"Brazil",1993,1,1,0,0,1
"Brazil",1994,1,1,0,0,1
"Brazil",1995,1,1,0,0,1
"Brazil",1996,1,1,0,0,1
"Brazil",1997,1,1,0,0,1
"Brazil",1998,1,1,0,0,1
"Brazil",1999,1,1,0,0,1
"Bulgaria",1981,0,0,0,0,0
"Bulgaria",1982,0,0,0,0,0
"Bulgaria",1983,0,0,0,0,0
"Bulgaria",1984,0,0,0,0,0
"Bulgaria",1985,0,0,0,0,0
"Bulgaria",1986,1,1,0,0,1
"Bulgaria",1987,1,1,0,0,1
"Bulgaria",1988,1,1,0,0,1
"Bulgaria",1989,1,1,0,0,1
"Bulgaria",1990,1,1,0,0,1
"Bulgaria",1991,1,1,0,0,1
"Bulgaria",1992,1,1,0,0,1
"Bulgaria",1993,1,1,0,0,1
"Bulgaria",1994,1,1,0,0,1
"Bulgaria",1995,1,1,0,0,1
"Bulgaria",1996,1,1,0,0,1
"Bulgaria",1997,1,1,0,0,1
"Bulgaria",1998,1,1,0,0,1
"Bulgaria",1999,1,1,0,0,1
"Burkina Faso",1981,0,0,0,0,0
"Burkina Faso",1982,0,0,0,0,0
"Burkina Faso",1983,0,0,0,0,0
"Burkina Faso",1984,0,0,0,0,0
"Burkina Faso",1985,0,0,0,0,0
"Burkina Faso",1986,0,0,0,0,0
"Burkina Faso",1987,0,0,0,0,0
"Burkina Faso",1988,0,0,0,0,0
"Burkina Faso",1989,0,0,0,0,0
"Burkina Faso",1990,0,0,0,0,0
"Burkina Faso",1991,0,0,0,0,0
"Burkina Faso",1992,0,0,0,0,0
"Burkina Faso",1993,0,0,0,0,0
"Burkina Faso",1994,0,0,0,0,0
"Burkina Faso",1995,0,0,0,0,0
"Burkina Faso",1996,0,0,0,0,0
"Burkina Faso",1997,0,0,0,0,0
"Burkina Faso",1998,0,0,0,0,0
"Burkina Faso",1999,0,0,1,0,1
"Burundi",1981,0,0,0,0,0
"Burundi",1982,0,0,0,0,0
"Burundi",1983,0,0,0,0,0
"Burundi",1984,0,0,0,0,0
"Burundi",1985,0,0,0,0,0
"Burundi",1986,0,0,0,0,0
"Burundi",1987,0,0,0,0,0
"Burundi",1988,0,0,0,0,0
"Burundi",1989,0,0,0,0,0
"Burundi",1990,0,0,0,0,0
"Burundi",1991,0,0,0,0,0
"Burundi",1992,0,0,0,0,0
"Burundi",1993,0,0,1,0,1
"Burundi",1994,0,0,1,0,1
"Burundi",1995,0,0,1,0,1
"Burundi",1996,0,0,1,0,1
"Burundi",1997,0,0,1,0,1
"Burundi",1998,0,0,1,0,1
"Burundi",1999,0,0,1,0,1
"Cabo Verde",1981,0,0,0,0,0
"Cabo Verde",1982,0,0,0,0,0
"Cabo Verde",1983,0,0,0,0,0
"Cabo Verde",1984,0,0,0,0,0
"Cabo Verde",1985,0,0,0,0,0
"Cabo Verde",1986,0,0,0,0,0
"Cabo Verde",1987,0,0,0,0,0
"Cabo Verde",1988,0,0,0,0,0
"Cabo Verde",1989,0,0,0,0,0
"Cabo Verde",1990,0,0,0,0,0
"Cabo Verde",1991,0,0,0,0,0
"Cabo Verde",1992,0,0,1,0,1
"Cabo Verde",1993,0,0,1,0,1
"Cabo Verde",1994,0,0,1,0,1
"Cabo Verde",1995,0,0,1,0,1
"Cabo Verde",1996,0,0,1,0,1
"Cabo Verde",1997,0,0,1,0,1
"Cabo Verde",1998,0,0,1,0,1
"Cabo Verde",1999,0,0,1,0,1
"Cambodia",1981,0,0,0,0,0
"Cambodia",1982,0,0,0,0,0
"Cambodia",1983,0,0,0,0,0
"Cambodia",1984,0,0,0,0,0
"Cambodia",1985,0,0,0,0,0
"Cambodia",1986,0,0,0,0,0
"Cambodia",1987,0,0,0,0,0
"Cambodia",1988,0,0,0,0,0
"Cambodia",1989,0,0,0,0,0
"Cambodia",1990,0,0,0,0,0
"Cambodia",1991,0,0,0,0,0
"Cambodia",1992,0,0,1,0,1
"Cambodia",1993,0,0,1,0,1
"Cambodia",1994,0,0,1,0,1
"Cambodia",1995,0,0,1,0,1
"Cambodia",1996,0,0,1,0,1
"Cambodia",1997,0,0,1,0,1
"Cambodia",1998,0,0,1,0,1
"Cambodia",1999,0,0,1,0,1
"Cameroon",1981,0,0,0,0,0
"Cameroon",1982,0,0,0,0,0
"Cameroon",1983,0,0,0,0,0
"Cameroon",1984,0,0,0,0,0
"Cameroon",1985,0,0,0,0,0
"Cameroon",1986,0,0,1,0,1
"Cameroon",1987,0,0,1,0,1
"Cameroon",1988,0,0,1,0,1
"Cameroon",1989,0,0,1,0,1
"Cameroon",1990,0,0,1,0,1
"Cameroon",1991,0,0,1,0,1
"Cameroon",1992,0,0,1,0,1
"Cameroon",1993,0,0,1,0,1
"Cameroon",1994,0,0,1,0,1
"Cameroon",1995,0,0,1,0,1
"Cameroon",1996,0,0,1,0,1
"Cameroon",1997,0,0,1,0,1
"Cameroon",1998,0,0,1,0,1
"Cameroon",1999,0,0,1,0,1
"Canada",1981,0,0,0,0,0
"Canada",1982,0,0,0,0,0
"Canada",1983,0,0,0,0,0
"Canada",1984,0,0,0,0,0
"Canada",1985,1,0,0,0,0
"Canada",1986,1,0,0,0,0
"Canada",1987,1,1,0,0,1
"Canada",1988,1,1,0,0,1
"Canada",1989,1,1,0,0,1
"Canada",1990,1,1,0,0,1
"Canada",1991,1,1,0,0,1
"Canada",1992,1,1,0,0,1
"Canada",1993,1,1,0,0,1
"Canada",1994,1,1,0,0,1
"Canada",1995,1,1,0,0,1
"Canada",1996,1,1,0,0,1
"Canada",1997,1,1,0,0,1
"Canada",1998,1,1,0,0,1
"Canada",1999,1,1,0,0,1
"Chad",1981,0,0,0,0,0
"Chad",1982,0,0,0,0,0
"Chad",1983,0,0,0,0,0
"Chad",1984,0,0,0,0,0
"Chad",1985,0,0,0,0,0
"Chad",1986,0,0,0,0,0
"Chad",1987,0,0,0,0,0
"Chad",1988,0,0,0,0,0
"Chad",1989,0,0,0,0,0
"Chad",1990,0,0,0,0,0
"Chad",1991,0,0,0,0,0
"Chad",1992,0,0,0,0,0
"Chad",1993,0,0,0,0,0
"Chad",1994,0,0,0,0,0
"Chad",1995,0,0,1,0,1
"Chad",1996,0,0,1,0,1
"Chad",1997,0,0,1,0,1
"Chad",1998,0,0,1,0,1
"Chad",1999,0,0,1,0,1
"Chile",1981,0,0,0,0,0
"Chile",1982,0,0,0,0,0
"Chile",1983,0,0,0,0,0
"Chile",1984,0,0,0,0,0
"Chile",1985,0,0,0,0,0
"Chile",1986,0,0,0,0,0
"Chile",1987,1,0,0,0,0
"Chile",1988,1,1,0,0,1
"Chile",1989,1,1,0,0,1
"Chile",1990,1,1,0,0,1
"Chile",1991,1,1,0,0,1
"Chile",1992,1,1,0,0,1
"Chile",1993,1,1,0,0,1
"Chile",1994,1,1,0,0,1
"Chile",1995,1,1,0,0,1
"Chile",1996,1,1,0,0,1
"Chile",1997,1,1,0,0,1
"Chile",1998,1,1,0,0,1
"Chile",1999,1,1,0,0,1
"China",1981,0,0,0,0,0
"China",1982,0,0,0,0,0
"China",1983,0,0,0,0,0
"China",1984,0,0,0,0,0
"China",1985,0,0,0,0,0
"China",1986,1,0,0,0,0
"China",1987,1,0,0,0,0
"China",1988,1,1,0,0,1
"China",1989,1,1,0,0,1
"China",1990,1,1,0,0,1
"China",1991,1,1,0,0,1
"China",1992,1,1,0,0,1
"China",1993,1,1,0,0,1
"China",1994,1,1,0,0,1
"China",1995,1,1,0,0,1
"China",1996,1,1,0,0,1
"China",1997,1,1,0,0,1
"China",1998,1,1,0,0,1
"China",1999,1,1,0,0,1
"Colombia",1981,0,0,0,0,0
"Colombia",1982,0,0,0,0,0
"Colombia",1983,0,0,0,0,0
"Colombia",1984,0,0,0,0,0
"Colombia",1985,1,0,0,0,0
"Colombia",1986,1,0,0,0,0
"Colombia",1987,1,1,0,0,1
"Colombia",1988,1,1,0,0,1
"Colombia",1989,1,1,0,0,1
"Colombia",1990,1,1,0,0,1
"Colombia",1991,1,1,0,0,1
"Colombia",1992,1,1,0,0,1
"Colombia",1993,1,1,0,0,1
"Colombia",1994,1,1,0,0,1
"Colombia",1995,1,1,0,0,1
"Colombia",1996,1,1,0,0,1
"Colombia",1997,1,1,0,0,1
"Colombia",1998,1,1,0,0,1
"Colombia",1999,1,1,0,0,1
"Comoros",1981,0,0,0,0,0
"Comoros",1982,0,0,0,0,0
"Comoros",1983,0,0,0,0,0
"Comoros",1984,0,0,0,0,0
"Comoros",1985,0,0,0,0,0
"Comoros",1986,0,0,0,0,0
"Comoros",1987,0,0,0,0,0
"Comoros",1988,0,0,0,0,0
"Comoros",1989,0,0,0,0,0
"Comoros",1990,0,0,0,0,0
"Comoros",1991,0,0,0,0,0
"Comoros",1992,0,0,0,0,0
"Comoros",1993,0,0,0,0,0
"Comoros",1994,0,0,0,0,0
"Comoros",1995,0,0,0,0,0
"Comoros",1996,0,0,0,0,0
"Comoros",1997,0,0,0,0,0
"Comoros",1998,0,0,0,0,0
"Comoros",1999,0,0,0,0,0
"Congo",1981,0,0,0,0,0
"Congo",1982,0,0,0,0,0
"Congo",1983,0,0,0,0,0
"Congo",1984,0,0,0,0,0
"Congo",1985,0,0,0,0,0
"Congo",1986,0,0,0,0,0
"Congo",1987,0,0,0,0,0
"Congo",1988,0,0,0,0,0
"Congo",1989,0,0,0,0,0
"Congo",1990,0,0,0,0,0
"Congo",1991,0,0,0,0,0
"Congo",1992,0,0,0,0,0
"Congo",1993,0,0,0,0,0
"Congo",1994,0,0,0,0,0
"Congo",1995,0,0,0,0,0
"Congo",1996,0,0,0,0,0
"Congo",1997,0,0,0,0,0
"Congo",1998,0,0,0,0,0
"Congo",1999,0,0,0,0,0
"Costa Rica",1981,0,0,0,0,0
"Costa Rica",1982,0,0,0,0,0
"Costa Rica",1983,0,0,0,0,0
"Costa Rica",1984,0,0,0,0,0
"Costa Rica",1985,1,0,0,0,0
"Costa Rica",1986,1,0,0,0,0
"Costa Rica",1987,1,0,0,0,0
"Costa Rica",1988,1,0,0,0,0
"Costa Rica",1989,1,0,0,0,0
"Costa Rica",1990,1,0,0,0,0
"Costa Rica",1991,1,0,0,0,0
"Costa Rica",1992,1,0,0,0,0
"Costa Rica",1993,1,1,0,0,1
"Costa Rica",1994,1,1,0,0,1
"Costa Rica",1995,1,1,0,0,1
"Costa Rica",1996,1,1,0,0,1
"Costa Rica",1997,1,1,0,0,1
"Costa Rica",1998,1,1,0,0,1
"Costa Rica",1999,1,1,0,0,1
"Côte d'Ivoire",1981,0,0,0,0,0
"Côte d'Ivoire",1982,0,0,0,0,0
"Côte d'Ivoire",1983,0,0,0,0,0
"Côte d'Ivoire",1984,0,0,0,0,0
"Côte d'Ivoire",1985,0,0,0,0,0
"Côte d'Ivoire",1986,0,0,0,0,0
"Côte d'Ivoire",1987,0,0,0,0,0
"Côte d'Ivoire",1988,0,0,0,0,0
"Côte d'Ivoire",1989,0,0,0,0,0
"Côte d'Ivoire",1990,0,0,0,0,0
"Côte d'Ivoire",1991,0,0,0,0,0
"Côte d'Ivoire",1992,0,0,0,0,0
"Côte d'Ivoire",1993,0,0,0,0,0
