country	year	INGO_uia
Somalia	1990	152
Somalia	1991	160
Somalia	1992	156
Somalia	1993	157
Somalia	1994	144
Somalia	1995	144
Somalia	1996	139
Somalia	1997	129
Somalia	1998	126
Somalia	1999	119
Djibouti	1977	0
Djibouti	1978	0
Djibouti	1979	0
Djibouti	1980	0
Djibouti	1981	0
Djibouti	1982	39
Djibouti	1983	44
Djibouti	1984	54
Djibouti	1985	54
Djibouti	1986	60
Djibouti	1987	67
Djibouti	1988	78
Djibouti	1989	80
Djibouti	1990	96
Djibouti	1991	106
Djibouti	1992	112
Djibouti	1993	116
Djibouti	1994	116
Djibouti	1995	122
Djibouti	1996	126
Djibouti	1997	122
Djibouti	1998	120
Djibouti	1999	121
Ethiopia	1966	90
Ethiopia	1977	171
Ethiopia	1978	171
Ethiopia	1979	171
Ethiopia	1980	171
Ethiopia	1981	171
Ethiopia	1982	211
Ethiopia	1983	218
Ethiopia	1984	232
Ethiopia	1985	232
Ethiopia	1986	245
Ethiopia	1987	262
Ethiopia	1988	276
Ethiopia	1989	285
Ethiopia	1990	306
Ethiopia	1991	326
Ethiopia	1992	339
Ethiopia	1993	357
Ethiopia	1994	359
Ethiopia	1995	367
Ethiopia	1996	382
Ethiopia	1997	370
Ethiopia	1998	376
Ethiopia	1999	381
Eritrea	1984	0
Eritrea	1986	0
Eritrea	1987	0
Eritrea	1988	0
Eritrea	1989	0
Eritrea	1990	0
Eritrea	1991	0
Eritrea	1992	4
Eritrea	1993	4
Eritrea	1994	14
Eritrea	1995	24
Eritrea	1996	35
Eritrea	1997	49
Eritrea	1998	61
Eritrea	1999	69
Angola	1966	39
Angola	1977	45
Angola	1978	45
Angola	1979	45
Angola	1980	45
Angola	1981	45
Angola	1982	103
Angola	1983	125
Angola	1984	130
Angola	1985	130
Angola	1986	45
Angola	1987	144
Angola	1988	153
Angola	1989	156
Angola	1990	172
Angola	1991	193
Angola	1992	192
Angola	1993	203
Angola	1994	208
Angola	1995	207
Angola	1996	208
Angola	1997	214
Angola	1998	213
Angola	1999	217
Mozambique	1966	33
Mozambique	1977	59
Mozambique	1978	59
Mozambique	1979	59
Mozambique	1980	59
Mozambique	1981	59
Mozambique	1982	107
Mozambique	1983	121
Mozambique	1984	135
Mozambique	1985	135
Mozambique	1986	140
Mozambique	1987	145
Mozambique	1988	154
Mozambique	1989	162
Mozambique	1990	176
Mozambique	1991	195
Mozambique	1992	203
Mozambique	1993	230
Mozambique	1994	233
Mozambique	1995	261
Mozambique	1996	266
Mozambique	1997	288
Mozambique	1998	300
Mozambique	1999	300
Zambia	1966	84
Zambia	1977	193
Zambia	1978	193
Zambia	1979	193
Zambia	1980	193
Zambia	1981	193
Zambia	1982	274
Zambia	1983	289
Zambia	1984	313
Zambia	1985	313
Zambia	1986	316
Zambia	1987	349
Zambia	1988	388
Zambia	1989	410
Zambia	1990	420
Zambia	1991	439
Zambia	1992	447
Zambia	1993	464
Zambia	1994	469
Zambia	1995	467
Zambia	1996	477
Zambia	1997	489
Zambia	1998	492
Zambia	1999	496
Zimbabwe	1980	205
Zimbabwe	1981	205
Zimbabwe	1982	331
Zimbabwe	1983	355
Zimbabwe	1984	401
Zimbabwe	1985	401
Zimbabwe	1986	398
Zimbabwe	1987	437
Zimbabwe	1988	472
Zimbabwe	1989	514
Zimbabwe	1990	538
Zimbabwe	1991	573
Zimbabwe	1992	602
Zimbabwe	1993	629
Zimbabwe	1994	649
Zimbabwe	1995	680
Zimbabwe	1996	699
Zimbabwe	1997	702
Zimbabwe	1998	695
Zimbabwe	1999	699
Malawi	1966	57
Malawi	1977	97
Malawi	1978	97
Malawi	1979	97
Malawi	1980	97
Malawi	1981	97
Malawi	1982	155
Malawi	1983	167
Malawi	1984	190
Malawi	1985	190
Malawi	1986	194
Malawi	1987	217
Malawi	1988	241
Malawi	1989	262
Malawi	1990	275
Malawi	1991	290
Malawi	1992	289
Malawi	1993	303
Malawi	1994	308
Malawi	1995	314
Malawi	1996	318
Malawi	1997	324
Malawi	1998	319
Malawi	1999	318
South Africa	1966	429
South Africa	1977	576
South Africa	1978	576
South Africa	1979	576
South Africa	1980	576
South Africa	1981	576
South Africa	1982	780
South Africa	1983	771
South Africa	1984	787
South Africa	1985	787
South Africa	1986	754
South Africa	1987	836
South Africa	1988	896
South Africa	1989	941
South Africa	1990	962
South Africa	1991	1001
South Africa	1992	1042
South Africa	1993	1124
South Africa	1994	1200
South Africa	1995	1270
South Africa	1996	1372
South Africa	1997	1454
South Africa	1998	1483
South Africa	1999	1535
Namibia	1984	65
Namibia	1986	60
Namibia	1987	64
Namibia	1988	74
Namibia	1989	79
Namibia	1990	84
Namibia	1991	123
Namibia	1992	165
Namibia	1993	204
Namibia	1994	242
Namibia	1995	267
Namibia	1996	299
Namibia	1997	327
Namibia	1998	335
Namibia	1999	344
Lesotho	1966	20
Lesotho	1977	51
Lesotho	1978	51
Lesotho	1979	51
Lesotho	1980	51
Lesotho	1981	51
Lesotho	1982	113
Lesotho	1983	120
Lesotho	1984	138
Lesotho	1985	138
Lesotho	1986	147
Lesotho	1987	165
Lesotho	1988	190
Lesotho	1989	207
Lesotho	1990	219
Lesotho	1991	230
Lesotho	1992	234
Lesotho	1993	243
Lesotho	1994	244
Lesotho	1995	252
Lesotho	1996	262
Lesotho	1997	267
Lesotho	1998	271
Lesotho	1999	268
Botswana	1966	7
Botswana	1977	45
Botswana	1978	45
Botswana	1979	45
Botswana	1980	45
Botswana	1981	45
Botswana	1982	130
Botswana	1983	138
Botswana	1984	148
Botswana	1985	148
Botswana	1986	151
Botswana	1987	182
Botswana	1988	214
Botswana	1989	228
Botswana	1990	241
Botswana	1991	252
Botswana	1992	270
Botswana	1993	285
Botswana	1994	290
Botswana	1995	306
Botswana	1996	318
Botswana	1997	331
Botswana	1998	345
Botswana	1999	349
Swaziland	1966	11
Swaziland	1977	48
Swaziland	1978	48
Swaziland	1979	48
Swaziland	1980	48
Swaziland	1981	48
Swaziland	1982	107
Swaziland	1983	114
Swaziland	1984	125
Swaziland	1985	125
Swaziland	1986	128
Swaziland	1987	146
Swaziland	1988	169
Swaziland	1989	180
Swaziland	1990	189
Swaziland	1991	201
Swaziland	1992	197
Swaziland	1993	211
Swaziland	1994	220
Swaziland	1995	234
Swaziland	1996	246
Swaziland	1997	255
Swaziland	1998	254
Swaziland	1999	256
Madagascar	1966	143
Madagascar	1977	180
Madagascar	1978	180
Madagascar	1979	180
Madagascar	1980	180
Madagascar	1981	180
Madagascar	1982	255
Madagascar	1983	257
Madagascar	1984	272
Madagascar	1985	272
Madagascar	1986	275
Madagascar	1987	282
Madagascar	1988	310
Madagascar	1989	329
Madagascar	1990	344
Madagascar	1991	351
Madagascar	1992	352
Madagascar	1993	359
Madagascar	1994	356
Madagascar	1995	358
Madagascar	1996	364
Madagascar	1997	356
Madagascar	1998	354
Madagascar	1999	368
Comoros	1966	0
Comoros	1977	0
Comoros	1978	0
Comoros	1979	0
Comoros	1980	0
Comoros	1981	0
Comoros	1982	21
Comoros	1983	30
Comoros	1984	36
Comoros	1985	36
Comoros	1986	40
Comoros	1987	50
Comoros	1988	58
Comoros	1989	57
Comoros	1990	70
Comoros	1991	74
Comoros	1992	72
Comoros	1993	75
Comoros	1994	74
Comoros	1995	80
Comoros	1996	88
Comoros	1997	85
Comoros	1998	87
Comoros	1999	88
Mauritius	1966	61
Mauritius	1977	131
Mauritius	1978	131
Mauritius	1979	131
Mauritius	1980	131
Mauritius	1981	131
Mauritius	1982	232
Mauritius	1983	248
Mauritius	1984	264
Mauritius	1985	264
Mauritius	1986	262
Mauritius	1987	283
Mauritius	1988	316
Mauritius	1989	339
Mauritius	1990	359
Mauritius	1991	376
Mauritius	1992	385
Mauritius	1993	414
Mauritius	1994	424
Mauritius	1995	420
Mauritius	1996	426
Mauritius	1997	424
Mauritius	1998	436
Mauritius	1999	435
Seychelles	1966	6
Seychelles	1977	21
Seychelles	1978	21
Seychelles	1979	21
Seychelles	1980	21
Seychelles	1981	21
Seychelles	1982	79
Seychelles	1983	87
Seychelles	1984	97
Seychelles	1985	97
Seychelles	1986	98
Seychelles	1987	108
Seychelles	1988	122
Seychelles	1989	132
Seychelles	1990	147
Seychelles	1991	167
Seychelles	1992	160
Seychelles	1993	164
Seychelles	1994	173
Seychelles	1995	180
Seychelles	1996	185
Seychelles	1997	186
Seychelles	1998	186
Seychelles	1999	193
Morocco	1966	238
Morocco	1977	300
Morocco	1978	300
Morocco	1979	300
Morocco	1980	300
Morocco	1981	300
Morocco	1982	449
Morocco	1983	460
Morocco	1984	470
Morocco	1985	470
Morocco	1986	481
Morocco	1987	514
Morocco	1988	581
Morocco	1989	626
Morocco	1990	654
Morocco	1991	687
Morocco	1992	714
Morocco	1993	743
Morocco	1994	739
Morocco	1995	745
Morocco	1996	771
Morocco	1997	786
Morocco	1998	800
Morocco	1999	809
Algeria	1966	146
Algeria	1977	238
Algeria	1978	238
Algeria	1979	238
Algeria	1980	238
Algeria	1981	238
Algeria	1982	364
Algeria	1983	383
Algeria	1984	397
Algeria	1985	397
Algeria	1986	403
Algeria	1987	437
Algeria	1988	476
Algeria	1989	503
Algeria	1990	528
Algeria	1991	568
Algeria	1992	589
Algeria	1993	612
Algeria	1994	624
Algeria	1995	623
Algeria	1996	646
Algeria	1997	655
Algeria	1998	675
Algeria	1999	666
Tunisia	1966	192
Tunisia	1977	294
Tunisia	1978	294
Tunisia	1979	294
Tunisia	1980	294
Tunisia	1981	294
Tunisia	1982	450
Tunisia	1983	460
Tunisia	1984	483
Tunisia	1985	483
Tunisia	1986	502
Tunisia	1987	541
Tunisia	1988	597
Tunisia	1989	618
Tunisia	1990	640
Tunisia	1991	665
Tunisia	1992	689
Tunisia	1993	711
Tunisia	1994	711
Tunisia	1995	718
Tunisia	1996	742
Tunisia	1997	751
Tunisia	1998	754
Tunisia	1999	751
Libya	1966	55
Libya	1977	114
Libya	1978	114
Libya	1979	114
Libya	1980	114
Libya	1981	114
Libya	1982	201
Libya	1983	217
Libya	1984	209
Libya	1985	209
Libya	1986	219
Libya	1987	238
Libya	1988	247
Libya	1989	258
Libya	1990	272
Libya	1991	277
Libya	1992	292
Libya	1993	304
Libya	1994	312
Libya	1995	319
Libya	1996	322
Libya	1997	305
Libya	1998	309
Libya	1999	309
Sudan	1966	101
Sudan	1977	182
Sudan	1978	182
Sudan	1979	182
Sudan	1980	182
Sudan	1981	182
Sudan	1982	287
Sudan	1983	298
Sudan	1984	307
Sudan	1985	307
Sudan	1986	321
Sudan	1987	344
Sudan	1988	375
Sudan	1989	384
Sudan	1990	402
Sudan	1991	415
Sudan	1992	428
Sudan	1993	432
Sudan	1994	433
Sudan	1995	438
Sudan	1996	437
Sudan	1997	437
Sudan	1998	441
Sudan	1999	433
Iran, Islamic Rep.	1966	237
Iran, Islamic Rep.	1977	393
Iran, Islamic Rep.	1978	393
Iran, Islamic Rep.	1979	393
Iran, Islamic Rep.	1980	393
Iran, Islamic Rep.	1981	393
Iran, Islamic Rep.	1982	456
Iran, Islamic Rep.	1983	437
Iran, Islamic Rep.	1984	423
Iran, Islamic Rep.	1985	423
Iran, Islamic Rep.	1986	416
Iran, Islamic Rep.	1987	436
Iran, Islamic Rep.	1988	453
Iran, Islamic Rep.	1989	462
Iran, Islamic Rep.	1990	475
Iran, Islamic Rep.	1991	490
Iran, Islamic Rep.	1992	512
Iran, Islamic Rep.	1993	538
Iran, Islamic Rep.	1994	555
Iran, Islamic Rep.	1995	559
Iran, Islamic Rep.	1996	577
Iran, Islamic Rep.	1997	593
Iran, Islamic Rep.	1998	604
Iran, Islamic Rep.	1999	608
Turkey	1966	411
Turkey	1977	517
Turkey	1978	517
Turkey	1979	517
Turkey	1980	517
Turkey	1981	517
Turkey	1982	707
Turkey	1983	729
Turkey	1984	747
Turkey	1985	747
Turkey	1986	725
Turkey	1987	780
Turkey	1988	842
Turkey	1989	878
Turkey	1990	916
Turkey	1991	842
Turkey	1992	1008
Turkey	1993	1043
Turkey	1994	1086
Turkey	1995	1142
Turkey	1996	1205
Turkey	1997	1255
Turkey	1998	1318
Turkey	1999	1364
Iraq	1966	94
Iraq	1977	176
Iraq	1978	176
Iraq	1979	176
Iraq	1980	176
Iraq	1981	176
Iraq	1982	308
Iraq	1983	328
Iraq	1984	334
Iraq	1985	334
Iraq	1986	342
Iraq	1987	368
Iraq	1988	385
Iraq	1989	399
Iraq	1990	406
Iraq	1991	425
Iraq	1992	424
Iraq	1993	418
Iraq	1994	399
Iraq	1995	394
Iraq	1996	399
Iraq	1997	392
Iraq	1998	371
Iraq	1999	367
Egypt, Arab Rep.	1966	301
Egypt, Arab Rep.	1977	426
Egypt, Arab Rep.	1978	426
Egypt, Arab Rep.	1979	426
Egypt, Arab Rep.	1980	426
Egypt, Arab Rep.	1981	426
Egypt, Arab Rep.	1982	655
Egypt, Arab Rep.	1983	679
Egypt, Arab Rep.	1984	703
Egypt, Arab Rep.	1985	703
Egypt, Arab Rep.	1986	682
Egypt, Arab Rep.	1987	759
Egypt, Arab Rep.	1988	823
Egypt, Arab Rep.	1989	881
Egypt, Arab Rep.	1990	921
Egypt, Arab Rep.	1991	951
Egypt, Arab Rep.	1992	988
Egypt, Arab Rep.	1993	1027
Egypt, Arab Rep.	1994	1043
Egypt, Arab Rep.	1995	1051
Egypt, Arab Rep.	1996	1078
Egypt, Arab Rep.	1997	1107
Egypt, Arab Rep.	1998	1128
Egypt, Arab Rep.	1999	1129
Syrian Arab Republ	1966	106
Syrian Arab Republ	1977	166
Syrian Arab Republ	1978	166
Syrian Arab Republ	1979	166
Syrian Arab Republ	1980	166
Syrian Arab Republ	1981	166
Syrian Arab Republ	1982	268
Syrian Arab Republ	1983	276
Syrian Arab Republ	1984	274
Syrian Arab Republ	1985	274
Syrian Arab Republ	1986	283
Syrian Arab Republ	1987	303
Syrian Arab Republ	1988	327
Syrian Arab Republ	1989	335
Syrian Arab Republ	1990	337
Syrian Arab Republ	1991	351
Syrian Arab Republ	1992	359
Syrian Arab Republ	1993	367
Syrian Arab Republ	1994	368
Syrian Arab Republ	1995	361
Syrian Arab Republ	1996	366
Syrian Arab Republ	1997	360
Syrian Arab Republ	1998	355
Syrian Arab Republ	1999	363
Lebanon	1966	247
Lebanon	1977	362
Lebanon	1978	362
Lebanon	1979	362
Lebanon	1980	362
Lebanon	1981	362
Lebanon	1982	456
Lebanon	1983	466
Lebanon	1984	466
Lebanon	1985	466
Lebanon	1986	459
Lebanon	1987	476
Lebanon	1988	498
Lebanon	1989	489
Lebanon	1990	497
Lebanon	1991	496
Lebanon	1992	504
Lebanon	1993	501
Lebanon	1994	495
Lebanon	1995	507
Lebanon	1996	522
Lebanon	1997	537
Lebanon	1998	547
Lebanon	1999	563
Jordan	1966	79
Jordan	1977	136
Jordan	1978	136
Jordan	1979	136
Jordan	1980	136
Jordan	1981	136
Jordan	1982	254
Jordan	1983	262
Jordan	1984	280
Jordan	1985	280
Jordan	1986	302
Jordan	1987	327
Jordan	1988	369
Jordan	1989	393
Jordan	1990	420
Jordan	1991	428
Jordan	1992	458
Jordan	1993	457
Jordan	1994	468
Jordan	1995	479
Jordan	1996	500
Jordan	1997	504
Jordan	1998	511
Jordan	1999	523
Israel	1966	554
Israel	1977	751
Israel	1978	751
Israel	1979	751
Israel	1980	751
Israel	1981	751
Israel	1982	1032
Israel	1983	1037
Israel	1984	1084
Israel	1985	1084
Israel	1986	1028
Israel	1987	1132
Israel	1988	1210
Israel	1989	1279
Israel	1990	1324
Israel	1991	1366
Israel	1992	1412
Israel	1993	1479
Israel	1994	1524
Israel	1995	1550
Israel	1996	1628
Israel	1997	1679
Israel	1998	1723
Israel	1999	1752
Saudi Arabia	1966	43
Saudi Arabia	1977	93
Saudi Arabia	1978	93
Saudi Arabia	1979	93
Saudi Arabia	1980	93
Saudi Arabia	1981	93
Saudi Arabia	1982	230
Saudi Arabia	1983	259
Saudi Arabia	1984	277
Saudi Arabia	1985	277
Saudi Arabia	1986	288
Saudi Arabia	1987	328
Saudi Arabia	1988	380
Saudi Arabia	1989	410
Saudi Arabia	1990	442
Saudi Arabia	1991	473
Saudi Arabia	1992	495
Saudi Arabia	1993	533
Saudi Arabia	1994	560
Saudi Arabia	1995	595
Saudi Arabia	1996	629
Saudi Arabia	1997	649
Saudi Arabia	1998	658
Saudi Arabia	1999	674
Yemen, Rep.	1984	75
Yemen, Rep.	1986	85
Yemen, Rep.	1987	88
Yemen, Rep.	1988	101
Yemen, Rep.	1989	114
Yemen, Rep.	1990	128
Yemen, Rep.	1991	179
Yemen, Rep.	1992	188
Yemen, Rep.	1993	188
Yemen, Rep.	1994	186
Yemen, Rep.	1995	197
Yemen, Rep.	1996	203
Yemen, Rep.	1997	202
Yemen, Rep.	1998	200
Yemen, Rep.	1999	203
Yemen South	1984	77
Yemen South	1986	82
Yemen South	1987	87
Yemen South	1988	97
Yemen South	1989	102
Yemen South	1990	113
Yemen South	1991	0
Yemen South	1992	0
Yemen South	1993	0
Yemen South	1994	0
Yemen South	1995	0
Yemen South	1996	0
Yemen South	1997	0
Yemen South	1998	0
Yemen South	1999	0
Kuwait	1966	35
Kuwait	1977	110
Kuwait	1978	110
Kuwait	1979	110
Kuwait	1980	110
Kuwait	1981	110
Kuwait	1982	233
Kuwait	1983	247
Kuwait	1984	257
Kuwait	1985	257
Kuwait	1986	282
Kuwait	1987	312
Kuwait	1988	354
Kuwait	1989	386
Kuwait	1990	413
Kuwait	1991	426
Kuwait	1992	445
Kuwait	1993	453
Kuwait	1994	454
Kuwait	1995	454
Kuwait	1996	465
Kuwait	1997	471
Kuwait	1998	467
Kuwait	1999	483
Bahrain	1966	6
Bahrain	1977	31
Bahrain	1978	31
Bahrain	1979	31
Bahrain	1980	31
Bahrain	1981	31
Bahrain	1982	111
Bahrain	1983	126
Bahrain	1984	129
Bahrain	1985	129
Bahrain	1986	144
Bahrain	1987	161
Bahrain	1988	182
Bahrain	1989	199
Bahrain	1990	207
Bahrain	1991	216
Bahrain	1992	225
Bahrain	1993	233
Bahrain	1994	233
Bahrain	1995	252
Bahrain	1996	263
Bahrain	1997	264
Bahrain	1998	269
Bahrain	1999	276
Qatar	1966	7
Qatar	1977	22
Qatar	1978	22
Qatar	1979	22
Qatar	1980	22
Qatar	1981	22
Qatar	1982	77
Qatar	1983	85
Qatar	1984	90
Qatar	1985	90
Qatar	1986	104
Qatar	1987	120
Qatar	1988	131
Qatar	1989	150
Qatar	1990	157
Qatar	1991	153
Qatar	1992	158
Qatar	1993	162
Qatar	1994	176
Qatar	1995	183
Qatar	1996	201
Qatar	1997	206
Qatar	1998	205
Qatar	1999	216
United Arab Emirat	1966	0
United Arab Emirat	1977	22
United Arab Emirat	1978	22
United Arab Emirat	1979	22
United Arab Emirat	1980	22
United Arab Emirat	1981	22
United Arab Emirat	1982	103
United Arab Emirat	1983	131
United Arab Emirat	1984	152
United Arab Emirat	1985	152
United Arab Emirat	1986	172
United Arab Emirat	1987	183
United Arab Emirat	1988	215
United Arab Emirat	1989	239
United Arab Emirat	1990	252
United Arab Emirat	1991	264
United Arab Emirat	1992	277
United Arab Emirat	1993	300
United Arab Emirat	1994	318
United Arab Emirat	1995	339
United Arab Emirat	1996	373
United Arab Emirat	1997	390
United Arab Emirat	1998	414
United Arab Emirat	1999	423
Oman	1966	0
Oman	1977	11
Oman	1978	11
Oman	1979	11
Oman	1980	11
Oman	1981	11
Oman	1982	60
Oman	1983	73
Oman	1984	76
Oman	1985	76
Oman	1986	86
Oman	1987	92
Oman	1988	115
Oman	1989	132
Oman	1990	141
Oman	1991	149
Oman	1992	158
Oman	1993	163
Oman	1994	175
Oman	1995	195
Oman	1996	202
Oman	1997	209
Oman	1998	214
Oman	1999	224
Afghanistan	1966	20
Afghanistan	1977	43
Afghanistan	1978	43
Afghanistan	1979	43
Afghanistan	1980	43
Afghanistan	1981	43
Afghanistan	1982	72
Afghanistan	1983	73
Afghanistan	1984	71
Afghanistan	1985	71
Afghanistan	1986	75
Afghanistan	1987	80
Afghanistan	1988	78
Afghanistan	1989	81
Afghanistan	1990	77
Afghanistan	1991	81
Afghanistan	1992	84
Afghanistan	1993	85
Afghanistan	1994	85
Afghanistan	1995	87
Afghanistan	1996	89
Afghanistan	1997	86
Afghanistan	1998	82
Afghanistan	1999	76
Turkmenistan	1984	0
Turkmenistan	1986	0
Turkmenistan	1987	0
Turkmenistan	1988	0
Turkmenistan	1989	0
Turkmenistan	1990	0
Turkmenistan	1991	0
Turkmenistan	1992	1
Turkmenistan	1993	23
Turkmenistan	1994	50
Turkmenistan	1995	65
Turkmenistan	1996	84
Turkmenistan	1997	95
Turkmenistan	1998	98
Turkmenistan	1999	103
Tajikistan	1984	0
Tajikistan	1986	0
Tajikistan	1987	0
Tajikistan	1988	0
Tajikistan	1989	0
Tajikistan	1990	0
Tajikistan	1991	0
Tajikistan	1992	1
Tajikistan	1993	16
Tajikistan	1994	30
Tajikistan	1995	54
Tajikistan	1996	67
Tajikistan	1997	78
Tajikistan	1998	86
Tajikistan	1999	85
Kyrgyz Republic	1984	0
Kyrgyz Republic	1986	0
Kyrgyz Republic	1987	0
Kyrgyz Republic	1988	0
Kyrgyz Republic	1989	0
Kyrgyz Republic	1990	0
Kyrgyz Republic	1991	0
Kyrgyz Republic	1992	2
Kyrgyz Republic	1993	20
Kyrgyz Republic	1994	41
Kyrgyz Republic	1995	65
Kyrgyz Republic	1996	78
Kyrgyz Republic	1997	94
Kyrgyz Republic	1998	110
Kyrgyz Republic	1999	125
Uzbekistan	1984	0
Uzbekistan	1986	0
Uzbekistan	1987	0
Uzbekistan	1988	0
Uzbekistan	1989	0
Uzbekistan	1990	0
Uzbekistan	1991	0
Uzbekistan	1992	2
Uzbekistan	1993	43
Uzbekistan	1994	84
Uzbekistan	1995	114
Uzbekistan	1996	146
Uzbekistan	1997	167
Uzbekistan	1998	184
Uzbekistan	1999	198
Kazakhstan	1984	0
Kazakhstan	1986	0
Kazakhstan	1987	0
Kazakhstan	1988	0
Kazakhstan	1989	0
Kazakhstan	1990	0
Kazakhstan	1991	0
Kazakhstan	1992	1
Kazakhstan	1993	38
Kazakhstan	1994	91
Kazakhstan	1995	139
Kazakhstan	1996	181
Kazakhstan	1997	208
Kazakhstan	1998	231
Kazakhstan	1999	246
China	1966	58
China	1977	71
China	1978	71
China	1979	71
China	1980	71
China	1981	71
China	1982	275
China	1983	312
China	1984	355
China	1985	355
China	1986	403
China	1987	504
China	1988	574
China	1989	677
China	1990	747
China	1991	793
China	1992	856
China	1993	900
China	1994	955
China	1995	1013
China	1996	1079
China	1997	1136
China	1998	1191
China	1999	1258
Mongolia	1966	37
Mongolia	1977	50
Mongolia	1978	50
Mongolia	1979	50
Mongolia	1980	50
Mongolia	1981	50
Mongolia	1982	80
Mongolia	1983	78
Mongolia	1984	82
Mongolia	1985	82
Mongolia	1986	79
Mongolia	1987	85
Mongolia	1988	89
Mongolia	1989	88
Mongolia	1990	94
Mongolia	1991	95
Mongolia	1992	107
Mongolia	1993	112
Mongolia	1994	116
Mongolia	1995	137
Mongolia	1996	161
Mongolia	1997	176
Mongolia	1998	200
Mongolia	1999	220
Korea, Dem. Rep.	1966	48
Korea, Dem. Rep.	1977	63
Korea, Dem. Rep.	1978	63
Korea, Dem. Rep.	1979	63
Korea, Dem. Rep.	1980	63
Korea, Dem. Rep.	1981	63
Korea, Dem. Rep.	1982	114
Korea, Dem. Rep.	1983	115
Korea, Dem. Rep.	1984	113
Korea, Dem. Rep.	1985	113
Korea, Dem. Rep.	1986	121
Korea, Dem. Rep.	1987	133
Korea, Dem. Rep.	1988	138
Korea, Dem. Rep.	1989	141
Korea, Dem. Rep.	1990	142
Korea, Dem. Rep.	1991	148
Korea, Dem. Rep.	1992	161
Korea, Dem. Rep.	1993	169
Korea, Dem. Rep.	1994	175
Korea, Dem. Rep.	1995	179
Korea, Dem. Rep.	1996	186
Korea, Dem. Rep.	1997	185
Korea, Dem. Rep.	1998	187
Korea, Dem. Rep.	1999	184
Korea, Rep.	1966	209
Korea, Rep.	1977	371
Korea, Rep.	1978	371
Korea, Rep.	1979	371
Korea, Rep.	1980	371
Korea, Rep.	1981	371
Korea, Rep.	1982	579
Korea, Rep.	1983	602
Korea, Rep.	1984	642
Korea, Rep.	1985	642
Korea, Rep.	1986	650
Korea, Rep.	1987	722
Korea, Rep.	1988	779
Korea, Rep.	1989	820
Korea, Rep.	1990	860
Korea, Rep.	1991	897
Korea, Rep.	1992	952
Korea, Rep.	1993	999
Korea, Rep.	1994	1034
Korea, Rep.	1995	1072
Korea, Rep.	1996	1138
Korea, Rep.	1997	1200
Korea, Rep.	1998	1250
Korea, Rep.	1999	1301
Japan	1966	636
Japan	1977	878
Japan	1978	878
Japan	1979	878
Japan	1980	878
Japan	1981	878
Japan	1982	1210
Japan	1983	1237
Japan	1984	1296
Japan	1985	1296
Japan	1986	1222
Japan	1987	1420
Japan	1988	1503
Japan	1989	1583
Japan	1990	1636
Japan	1991	1682
Japan	1992	1749
Japan	1993	1812
Japan	1994	1863
Japan	1995	1889
Japan	1996	1970
Japan	1997	2019
Japan	1998	2059
Japan	1999	2124
India	1966	531
India	1977	733
India	1978	733
India	1979	733
India	1980	733
India	1981	733
India	1982	1001
India	1983	1024
India	1984	1067
India	1985	1067
India	1986	1016
India	1987	1156
India	1988	1241
India	1989	1309
India	1990	1355
India	1991	1387
India	1992	1428
India	1993	1467
India	1994	1495
India	1995	1518
India	1996	1584
India	1997	1623
India	1998	1658
India	1999	1687
Bhutan	1966	0
Bhutan	1977	0
Bhutan	1978	0
Bhutan	1979	0
Bhutan	1980	0
Bhutan	1981	0
Bhutan	1982	15
Bhutan	1983	18
Bhutan	1984	20
Bhutan	1985	20
Bhutan	1986	25
Bhutan	1987	31
Bhutan	1988	33
Bhutan	1989	36
Bhutan	1990	38
Bhutan	1991	44
Bhutan	1992	48
Bhutan	1993	50
Bhutan	1994	49
Bhutan	1995	52
Bhutan	1996	56
Bhutan	1997	59
Bhutan	1998	60
Bhutan	1999	61
Pakistan	1966	277
Pakistan	1977	442
Pakistan	1978	442
Pakistan	1979	442
Pakistan	1980	442
Pakistan	1981	442
Pakistan	1982	316
Pakistan	1983	451
Pakistan	1984	48
Pakistan	1985	480
Pakistan	1986	484
Pakistan	1987	536
Pakistan	1988	571
Pakistan	1989	613
Pakistan	1990	634
Pakistan	1991	663
Pakistan	1992	696
Pakistan	1993	727
Pakistan	1994	751
Pakistan	1995	772
Pakistan	1996	809
Pakistan	1997	831
Pakistan	1998	842
Pakistan	1999	851
Bangladesh	1966	0
Bangladesh	1977	124
Bangladesh	1978	124
Bangladesh	1979	124
Bangladesh	1980	124
Bangladesh	1981	124
Bangladesh	1982	286
Bangladesh	1983	300
Bangladesh	1984	326
Bangladesh	1985	326
Bangladesh	1986	332
Bangladesh	1987	375
Bangladesh	1988	401
Bangladesh	1989	416
Bangladesh	1990	421
Bangladesh	1991	443
Bangladesh	1992	472
Bangladesh	1993	492
Bangladesh	1994	510
Bangladesh	1995	523
Bangladesh	1996	549
Bangladesh	1997	564
Bangladesh	1998	580
Bangladesh	1999	590
Myanmar	1966	114
Myanmar	1977	102
Myanmar	1978	102
Myanmar	1979	102
Myanmar	1980	102
Myanmar	1981	102
Myanmar	1982	137
Myanmar	1983	141
Myanmar	1984	143
Myanmar	1985	143
Myanmar	1986	142
Myanmar	1987	148
Myanmar	1988	148
Myanmar	1989	159
Myanmar	1990	167
Myanmar	1991	171
Myanmar	1992	171
Myanmar	1993	171
Myanmar	1994	166
Myanmar	1995	171
Myanmar	1996	173
Myanmar	1997	185
Myanmar	1998	189
Myanmar	1999	203
Sri Lanka	1966	222
Sri Lanka	1977	295
